1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
3965, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
3966, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
3967, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
3968, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:turkey, 11, 1, 3
3969, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
3970, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
3971, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
3972, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
3973, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
3974, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:moose, 10, 1, 1
3975, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
3976, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
3977, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
3978, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3979, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
3980, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3981, taiga, minecraft:giant_spruce_taiga_hills, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
3982, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:spider, 80, 4, 4
3983, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3984, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
3985, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3986, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:creeper, 80, 4, 4
3987, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:slime, 80, 4, 4
3988, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:enderman, 5, 1, 4
3989, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, minecraft:witch, 5, 1, 1
3990, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, thermal:basalz, 10, 1, 3
3991, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:wraith, 10, 1, 1
3992, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
3993, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:mountaineer, 10, 1, 4
3994, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:windcaller, 10, 1, 1
3995, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:illusioner, 10, 1, 1
3996, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:redstonegeode, 30, 1, 1
3997, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:quartzgeode, 45, 1, 1
3998, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:lapisgeode, 35, 1, 1
3999, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:irongeode, 40, 1, 1
4000, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:goldgeode, 35, 1, 1
4001, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:glowstonegeode, 45, 1, 1
4002, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:emeraldgeode, 45, 1, 1
4003, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:diamondgeode, 25, 1, 1
4004, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, geode:coalgeode, 50, 1, 1
4005, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
4006, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4007, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4008, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
4009, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
4010, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, dungeons_mobs:armored_mountaineer, 10, 1, 4
4011, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
4012, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
4013, extreme_hills, minecraft:modified_gravelly_mountains, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
4014, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, minecraft:sheep, 12, 4, 4
4015, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, minecraft:pig, 10, 4, 4
4016, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, minecraft:chicken, 10, 4, 4
4017, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, minecraft:cow, 10, 4, 4
4018, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, minecraft:llama, 10, 4, 6
4019, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
4020, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
4021, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
4022, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, ars_nouveau:sylph, 10, 1, 1
4023, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
4024, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4025, extreme_hills, minecraft:modified_gravelly_mountains, CREATURE, betteranimalsplus:goat, 10, 1, 4
4026, extreme_hills, minecraft:modified_gravelly_mountains, AMBIENT, minecraft:bat, 10, 8, 8
4027, extreme_hills, minecraft:modified_gravelly_mountains, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
4028, extreme_hills, minecraft:modified_gravelly_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
4029, extreme_hills, minecraft:modified_gravelly_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4030, extreme_hills, minecraft:modified_gravelly_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
4031, extreme_hills, minecraft:modified_gravelly_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4032, savanna, minecraft:shattered_savanna, MONSTER, minecraft:spider, 80, 4, 4
4033, savanna, minecraft:shattered_savanna, MONSTER, minecraft:zombie, 80, 4, 4
4034, savanna, minecraft:shattered_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
4035, savanna, minecraft:shattered_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
4036, savanna, minecraft:shattered_savanna, MONSTER, minecraft:creeper, 80, 4, 4
4037, savanna, minecraft:shattered_savanna, MONSTER, minecraft:slime, 80, 4, 4
4038, savanna, minecraft:shattered_savanna, MONSTER, minecraft:enderman, 5, 1, 4
4039, savanna, minecraft:shattered_savanna, MONSTER, minecraft:witch, 5, 1, 1
4040, savanna, minecraft:shattered_savanna, MONSTER, thermal:blitz, 10, 1, 3
4041, savanna, minecraft:shattered_savanna, MONSTER, dungeons_mobs:wraith, 10, 1, 1
4042, savanna, minecraft:shattered_savanna, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
4043, savanna, minecraft:shattered_savanna, MONSTER, dungeons_mobs:geomancer, 10, 1, 1
4044, savanna, minecraft:shattered_savanna, MONSTER, geode:redstonegeode, 30, 1, 1
4045, savanna, minecraft:shattered_savanna, MONSTER, geode:quartzgeode, 45, 1, 1
4046, savanna, minecraft:shattered_savanna, MONSTER, geode:lapisgeode, 35, 1, 1
4047, savanna, minecraft:shattered_savanna, MONSTER, geode:irongeode, 40, 1, 1
4048, savanna, minecraft:shattered_savanna, MONSTER, geode:goldgeode, 35, 1, 1
4049, savanna, minecraft:shattered_savanna, MONSTER, geode:glowstonegeode, 45, 1, 1
4050, savanna, minecraft:shattered_savanna, MONSTER, geode:emeraldgeode, 45, 1, 1
4051, savanna, minecraft:shattered_savanna, MONSTER, geode:diamondgeode, 25, 1, 1
4052, savanna, minecraft:shattered_savanna, MONSTER, geode:coalgeode, 50, 1, 1
4053, savanna, minecraft:shattered_savanna, MONSTER, mowziesmobs:barakoana, 10, 1, 1
4054, savanna, minecraft:shattered_savanna, MONSTER, mowziesmobs:grottol, 10, 1, 1
4055, savanna, minecraft:shattered_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4056, savanna, minecraft:shattered_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4057, savanna, minecraft:shattered_savanna, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
4058, savanna, minecraft:shattered_savanna, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
4059, savanna, minecraft:shattered_savanna, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
4060, savanna, minecraft:shattered_savanna, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
4061, savanna, minecraft:shattered_savanna, CREATURE, minecraft:sheep, 12, 4, 4
4062, savanna, minecraft:shattered_savanna, CREATURE, minecraft:pig, 10, 4, 4
4063, savanna, minecraft:shattered_savanna, CREATURE, minecraft:chicken, 10, 4, 4
4064, savanna, minecraft:shattered_savanna, CREATURE, minecraft:cow, 10, 4, 4
4065, savanna, minecraft:shattered_savanna, CREATURE, minecraft:horse, 10, 2, 6
4066, savanna, minecraft:shattered_savanna, CREATURE, minecraft:donkey, 10, 1, 1
4067, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
4068, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:sunbird, 10, 1, 1
4069, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
4070, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
4071, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4072, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
4073, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:sunbird, 10, 1, 1
4074, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
4075, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
4076, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4077, savanna, minecraft:shattered_savanna, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
4078, savanna, minecraft:shattered_savanna, CREATURE, ars_nouveau:sylph, 10, 1, 1
4079, savanna, minecraft:shattered_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 1
4080, savanna, minecraft:shattered_savanna, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4081, savanna, minecraft:shattered_savanna, CREATURE, betteranimalsplus:goat, 10, 1, 4
4082, savanna, minecraft:shattered_savanna, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4083, savanna, minecraft:shattered_savanna, CREATURE, betteranimalsplus:badger, 10, 1, 2
4084, savanna, minecraft:shattered_savanna, CREATURE, betteranimalsplus:boar, 10, 1, 4
4085, savanna, minecraft:shattered_savanna, AMBIENT, minecraft:bat, 10, 8, 8
4086, savanna, minecraft:shattered_savanna, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
4087, savanna, minecraft:shattered_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
4088, savanna, minecraft:shattered_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4089, savanna, minecraft:shattered_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
4090, savanna, minecraft:shattered_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4091, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
4092, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
4093, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
4094, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
4095, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
4096, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
4097, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 4
4098, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
4099, savanna, minecraft:shattered_savanna_plateau, MONSTER, thermal:blitz, 10, 1, 3
4100, savanna, minecraft:shattered_savanna_plateau, MONSTER, dungeons_mobs:wraith, 10, 1, 1
4101, savanna, minecraft:shattered_savanna_plateau, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
4102, savanna, minecraft:shattered_savanna_plateau, MONSTER, dungeons_mobs:geomancer, 10, 1, 1
4103, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:redstonegeode, 30, 1, 1
4104, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:quartzgeode, 45, 1, 1
4105, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:lapisgeode, 35, 1, 1
4106, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:irongeode, 40, 1, 1
4107, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:goldgeode, 35, 1, 1
4108, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:glowstonegeode, 45, 1, 1
4109, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:emeraldgeode, 45, 1, 1
4110, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:diamondgeode, 25, 1, 1
4111, savanna, minecraft:shattered_savanna_plateau, MONSTER, geode:coalgeode, 50, 1, 1
4112, savanna, minecraft:shattered_savanna_plateau, MONSTER, mowziesmobs:barakoana, 10, 1, 1
4113, savanna, minecraft:shattered_savanna_plateau, MONSTER, mowziesmobs:grottol, 10, 1, 1
4114, savanna, minecraft:shattered_savanna_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4115, savanna, minecraft:shattered_savanna_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4116, savanna, minecraft:shattered_savanna_plateau, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
4117, savanna, minecraft:shattered_savanna_plateau, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
4118, savanna, minecraft:shattered_savanna_plateau, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
4119, savanna, minecraft:shattered_savanna_plateau, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
4120, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
4121, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
4122, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
4123, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:cow, 10, 4, 4
4124, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
4125, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
4126, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:gazelle, 40, 7, 7
4127, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:elephant, 30, 3, 5
4128, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
4129, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4130, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:gazelle, 40, 7, 7
4131, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:elephant, 30, 3, 5
4132, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
4133, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4134, savanna, minecraft:shattered_savanna_plateau, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
4135, savanna, minecraft:shattered_savanna_plateau, CREATURE, ars_nouveau:sylph, 10, 1, 1
4136, savanna, minecraft:shattered_savanna_plateau, CREATURE, ars_nouveau:drygmy, 10, 1, 1
4137, savanna, minecraft:shattered_savanna_plateau, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4138, savanna, minecraft:shattered_savanna_plateau, CREATURE, betteranimalsplus:goat, 10, 1, 4
4139, savanna, minecraft:shattered_savanna_plateau, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4140, savanna, minecraft:shattered_savanna_plateau, CREATURE, betteranimalsplus:badger, 10, 1, 2
4141, savanna, minecraft:shattered_savanna_plateau, CREATURE, betteranimalsplus:boar, 10, 1, 4
4142, savanna, minecraft:shattered_savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
4143, savanna, minecraft:shattered_savanna_plateau, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
4144, savanna, minecraft:shattered_savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
4145, savanna, minecraft:shattered_savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4146, savanna, minecraft:shattered_savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
4147, savanna, minecraft:shattered_savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4148, mesa, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
4149, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
4150, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
4151, mesa, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
4152, mesa, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
4153, mesa, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
4154, mesa, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
4155, mesa, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
4156, mesa, minecraft:eroded_badlands, MONSTER, thermal:basalz, 10, 1, 3
4157, mesa, minecraft:eroded_badlands, MONSTER, thermal:blitz, 10, 1, 3
4158, mesa, minecraft:eroded_badlands, MONSTER, dungeons_mobs:wraith, 10, 1, 1
4159, mesa, minecraft:eroded_badlands, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
4160, mesa, minecraft:eroded_badlands, MONSTER, geode:redstonegeode, 30, 1, 1
4161, mesa, minecraft:eroded_badlands, MONSTER, geode:quartzgeode, 45, 1, 1
4162, mesa, minecraft:eroded_badlands, MONSTER, geode:lapisgeode, 35, 1, 1
4163, mesa, minecraft:eroded_badlands, MONSTER, geode:irongeode, 40, 1, 1
4164, mesa, minecraft:eroded_badlands, MONSTER, geode:goldgeode, 35, 1, 1
4165, mesa, minecraft:eroded_badlands, MONSTER, geode:glowstonegeode, 45, 1, 1
4166, mesa, minecraft:eroded_badlands, MONSTER, geode:emeraldgeode, 45, 1, 1
4167, mesa, minecraft:eroded_badlands, MONSTER, geode:diamondgeode, 25, 1, 1
4168, mesa, minecraft:eroded_badlands, MONSTER, geode:coalgeode, 50, 1, 1
4169, mesa, minecraft:eroded_badlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
4170, mesa, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4171, mesa, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4172, mesa, minecraft:eroded_badlands, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
4173, mesa, minecraft:eroded_badlands, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
4174, mesa, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
4175, mesa, minecraft:eroded_badlands, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
4176, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
4177, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
4178, mesa, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
4179, mesa, minecraft:eroded_badlands, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4180, mesa, minecraft:eroded_badlands, CREATURE, betteranimalsplus:goat, 10, 1, 4
4181, mesa, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
4182, mesa, minecraft:eroded_badlands, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
4183, mesa, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
4184, mesa, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4185, mesa, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
4186, mesa, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4187, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:spider, 80, 4, 4
4188, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:zombie, 80, 4, 4
4189, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
4190, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
4191, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:creeper, 80, 4, 4
4192, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:slime, 80, 4, 4
4193, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:enderman, 5, 1, 4
4194, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:witch, 5, 1, 1
4195, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, thermal:basalz, 10, 1, 3
4196, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, thermal:blitz, 10, 1, 3
4197, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, dungeons_mobs:wraith, 10, 1, 1
4198, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
4199, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, geode:redstonegeode, 30, 1, 1
